pH,N,P,K,OC,Fe,Rainfall,Temperature,Humidity,Min PPH,Already Grown,Season_Kharif,Season_Rabi,Season_Whole year,Crop_Arhar,Crop_Bajra,Crop_Cotton,Crop_Gram,Crop_Groundnut,Crop_Jowar,Crop_Maize,Crop_Moong,Crop_Mustard,Crop_Nigerseed,Crop_Ragi,Crop_Rice,Crop_Safflower,Crop_Sesamum,Crop_Soyabean,Crop_Sugarcane,Crop_Sunflower,Crop_Urad,Crop_Wheat
7.679,155.208,31.756,592.859,0.522,3.68,529.087,26.983,68.432,-8785.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.679,155.208,31.756,592.859,0.522,3.68,486.718,26.796,69.279,-9383.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.679,155.208,31.756,592.859,0.522,3.68,496.948,26.847,69.265,-12428.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.679,155.208,31.756,592.859,0.522,3.68,638.5,27.646,64.286,-11284.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.679,155.208,31.756,592.859,0.522,3.68,650.1,26.833,66.886,-13601.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.679,155.208,31.756,592.859,0.522,3.68,801.8,26.446,73.57,-13790.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.679,155.208,31.756,592.859,0.522,3.68,607.2,26.191,71.451,-18106.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.679,155.208,31.756,592.859,0.522,3.68,592.4,27.381,64.979,-25352.163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.679,155.208,31.756,592.859,0.522,3.68,968.0,26.072,78.232,-30149.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.679,155.208,31.756,592.859,0.522,3.68,658.4,27.51,63.844,-23736.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.679,155.208,31.756,592.859,0.522,3.68,526.6,27.233,65.173,-27622.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.679,155.208,31.756,592.859,0.522,3.68,839.6,25.693,77.795,-28847.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.679,155.208,31.756,592.859,0.522,3.68,413.0,25.85,80.056,-45847.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,877.306,28.475,66.57,-4353.927,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,877.306,28.475,66.57,-3228.797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,937.68,29.154,63.681,-4821.642,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,937.68,29.154,63.681,-3113.263,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1145.355,27.901,69.815,-2823.833,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1145.355,27.901,69.815,-250.306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,920.786,27.952,68.535,-6652.461,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,920.786,27.952,68.535,-1294.101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1163.239,28.094,66.962,-5419.316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1163.239,28.094,66.962,-1300.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,986.791,28.421,67.2,-7589.127,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,986.791,28.421,67.2,-2303.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,973.8,28.346,65.769,-4936.893,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,973.8,28.346,65.769,-651.207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,700.8,27.96,73.202,-10977.654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,700.8,27.96,73.202,-1373.591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1128.8,27.809,73.653,-7311.808,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1128.8,27.809,73.653,-8736.219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1118.6,29.367,57.417,-9447.286,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1118.6,29.367,57.417,-6714.373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1103.6,27.455,72.292,-2395.571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,801.7,29.106,62.397,-15219.451,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,701.8,27.29,79.666,-19040.519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1266.4,29.285,60.959,-19640.427,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,902.1,28.901,62.979,-10675.519,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,902.1,28.901,62.979,-1704.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1066.1,26.765,80.529,-8442.465,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1066.1,26.765,80.529,-950.235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1493.5,26.983,82.337,-15354.622,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,1493.5,26.983,82.337,-4315.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,834.8,28.433,65.45,-27224.949,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.029,353.007,32.019,457.092,0.509,6.728,834.8,28.433,65.45,-18110.588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.728,298.268,15.905,475.047,0.527,4.231,574.782,26.51,71.347,-7815.571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.728,298.268,15.905,475.047,0.527,4.231,781.034,27.884,64.566,-6470.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.728,298.268,15.905,475.047,0.527,4.231,851.161,26.392,71.548,-7956.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.728,298.268,15.905,475.047,0.527,4.231,475.908,27.286,66.794,-6685.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.728,298.268,15.905,475.047,0.527,4.231,401.794,26.907,68.133,-7395.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.728,298.268,15.905,475.047,0.527,4.231,626.574,26.643,71.556,-8303.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,821.759,28.445,66.031,-3713.796,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,974.975,29.008,63.917,-4675.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,974.975,29.008,63.917,-3096.967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,983.112,27.764,69.798,-3035.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,983.112,27.764,69.798,-2819.573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1012.79,27.818,69.047,-7587.187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1012.79,27.818,69.047,-6345.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1053.312,27.992,67.451,-5042.408,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1053.312,27.992,67.451,-6335.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,870.089,28.254,67.232,-9611.774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,870.089,28.254,67.232,-4178.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,973.8,26.832,82.091,-5510.118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,973.8,26.832,82.091,-7984.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,700.8,28.165,65.995,-10849.708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,700.8,28.165,65.995,-2742.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1128.8,29.126,62.251,-7899.308,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1128.8,29.126,62.251,-10680.105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1118.6,28.089,66.216,-9856.894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1118.6,28.089,66.216,-7750.805,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1103.6,27.735,73.633,-4382.766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,801.7,27.595,73.943,-14075.719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,701.8,29.028,58.313,-22638.279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1266.4,27.27,72.144,-19892.381,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,902.1,28.788,63.37,-15481.342,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,902.1,28.788,63.37,-9336.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1066.1,27.118,79.648,-14079.786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1066.1,27.118,79.648,-7911.232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1493.5,28.952,62.004,-19428.611,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,1493.5,28.952,62.004,-8460.325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,834.8,28.599,63.799,-39013.862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.229,292.591,37.798,505.546,0.476,7.61,834.8,28.599,63.799,-26127.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,1271.991,26.307,71.195,-6075.735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,1143.334,27.2,67.564,-7340.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,1024.92,26.156,72.478,-5706.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,771.693,26.586,71.829,-9912.061,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,790.261,26.015,74.534,-6638.507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,739.984,26.408,72.545,-9361.232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,734.9,25.124,81.652,-5894.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,860.1,25.285,84.055,-9133.068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,1092.3,26.362,69.708,-11326.245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,1159.0,27.139,66.978,-15887.519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,910.7,26.301,69.843,-10885.196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,810.8,26.014,76.891,-16706.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,779.8,25.902,77.017,-23865.769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,914.8,27.059,62.793,-20499.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,819.8,25.639,74.793,-21891.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,638.2,26.866,67.749,-21859.783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.854,220.392,20.47,484.549,0.497,4.866,939.3,25.516,82.054,-20204.603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,748.865,29.05,64.757,-4978.648,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,907.387,29.529,62.798,-5087.625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,907.387,29.529,62.798,-3481.967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,982.442,28.298,68.761,-3724.532,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,982.442,28.298,68.761,-1151.114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,992.031,28.39,67.636,-7831.556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,992.031,28.39,67.636,-5835.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,1052.107,28.45,67.251,-6586.29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,1052.107,28.45,67.251,-4038.983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,831.015,28.731,66.556,-10914.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,831.015,28.731,66.556,-3536.873,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,973.8,29.025,63.309,-6787.728,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,973.8,29.025,63.309,-3095.651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,700.8,27.118,78.725,-10233.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,700.8,27.118,78.725,-7062.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,1128.8,27.311,80.913,-8314.14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,1128.8,27.311,80.913,-7468.766,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,1118.6,28.607,65.361,-9313.174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,1118.6,28.607,65.361,-7693.793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,1103.6,29.541,61.887,-4927.915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,801.7,28.533,65.562,-14215.938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,701.8,28.188,72.826,-21350.822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,1266.4,28.053,73.09,-19026.931,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,902.1,29.445,57.935,-16200.876,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,902.1,29.445,57.935,-11260.888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,1066.1,27.737,71.208,-14982.413,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,1066.1,27.737,71.208,-7148.632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,1493.5,29.212,62.917,-17391.122,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,1493.5,29.212,62.917,-8760.533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,834.8,27.589,78.594,-31303.975,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6.944,297.215,36.083,362.057,0.476,8.023,834.8,27.589,78.594,-28143.982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1214.229,27.903,71.044,-7466.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,964.462,28.006,69.319,-7406.487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,964.462,28.006,69.319,-310.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1209.999,28.058,68.576,-5797.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1209.999,28.058,68.576,-2563.297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1015.945,28.426,68.251,-8440.713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1015.945,28.426,68.251,-1101.159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,973.8,29.255,62.05,-5234.54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,973.8,29.255,62.05,-3567.873,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,700.8,28.876,64.029,-11699.034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,700.8,28.876,64.029,-3000.942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1128.8,26.768,81.579,-8220.217,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1128.8,26.768,81.579,-8391.116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1118.6,26.982,83.631,-11504.417,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1118.6,26.982,83.631,-6040.46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1103.6,28.414,66.454,-3560.846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,801.7,29.446,62.185,-15341.362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,701.8,28.332,66.721,-18204.097,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1266.4,27.951,74.432,-16727.663,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,902.1,27.802,74.831,-10711.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,902.1,27.802,74.831,-3609.477,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1066.1,29.34,58.289,-10309.39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1066.1,29.34,58.289,-3957.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1493.5,27.452,73.207,-16336.387,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.177,297.301,42.072,423.285,0.492,7.872,1493.5,27.452,73.207,-4621.976,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
